Vrid,Vdatesub,State,AgencyType,AgencyTypeSimp,ParentAgency,Q1,Q1spec,Q2,Q3,Q4,A1,A1a,A1b,A1c,A1d,A2,A2_1spec,A2_95spec,A3,A4,A4a,A4a_spec,A5a,A5b,A5c,A5d,A5e,A5f,A5g,A5h,A5i,A5j,A5k,A5l,A5lspec,A6a,A6b,A6c,A6d,A6e,A6f,A6g,A6h,A6i,A7,A7a,A8,A9a_1,A9a_2,A9a_3,A9b_1,A9b_2,A9b_3,A9c_1,A9c_2,A9c_3,A9d_1,A9d_2,A9d_3,A9e_1,A9e_2,A9e_3,A9f_1,A9f_2,A9f_3,A9g_1,A9g_2,A9g_3,A9h_1,A9h_2,A9h_3,A9i_1,A9i_2,A9i_3,A9i_spec,A10a,A10b,A10c,A10d,A10e,A10f,A10g,A10h,A10i,A10j,A10k,A10l,A10m,A10n,A10o,A10p,A10q,A10q_spec,B1a,B1b,B1c,B1d,B1e,B1f,B1g,B2,B2spec,B3a,B3b,B3c,B3d,B3e,B4,B4spec,B5,B5spec,B6a,B6b,B6c,B6d,B7,B7spec,B8,B8spec,B9_1,B9_2,B9_3,B9_4,B9_5,B9_95,B9_3spec,B9_4spec,B9_5spec,B10_1,B10_2,B10_3,B10_4,B10_5,B10_95,B10_4spec,B10_5spec,B11,B11spec,B12,B12spec,B13,B14,B14spec,B15,B15spec,B16,B16_1spec,B16a,B17a,B17b,B17c,B17d,B17e,B18,B18spec,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,C1_95,C1_96,C1_95spec,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C2_10,C2_11,C2_95,C2_96,C2_95spec,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_95,C3_96,C3_95spec,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_10,C4_11,C4_95,C4_96,C4_95spec,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C5_7,C5_8,C5_9,C5_10,C5_11,C5_95,C5_96,C5_95spec,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_95,C6_96,C6_95spec,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C7_7,C7_8,C7_9,C7_10,C7_11,C7_95,C7_96,C7_95spec,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C8_7,C8_8,C8_9,C8_10,C8_11,C8_95,C8_96,C8_95spec,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C9_7,C9_8,C9_9,C9_10,C9_11,C9_95,C9_96,C9_95spec,C10_1,C10_2,C10_3,C10_4,C10_5,C10_6,C10_7,C10_8,C10_9,C10_10,C10_11,C10_95,C10_96,C10_95spec,D1,D2,D2spec,D3,D3spec,D4,D4spec,D5,D5spec,D5a,D5aspec,D6,D6spec,D7,D7spec,D8,D8spec,D9,D9spec,D10,D10spec,D11,D11spec,D12,D12spec,D13,D13spec,D14,D14spec,D15,D15spec,D16,D16spec,D17,D17spec,D17a,D17b,D17c,D17d,D18_1,D18_2,D18_3,D18_4,D18_5,D18_6,D18_7,D18_95,D18_96,D18_95spec,D19_1,D19_2,D19_3,D19_4,D19_5,D19_95,D19_96,D19_95spec,D20,D20a,D20b,D20bspec,D21,D21a,D21b,D21bspec,D22,D22a,D22b,D22bspec,D23,D23a,D23b,D23bspec,D24,D24a,D24b,D24bspec,D25,D25a,D25b,D25bspec,D26,D26a,D26b,D26bspec,D27,D27spec,D27a,D27b,D27b_1spec,D28,D29_1,D29_2,D29_3,D29_4,D29_5,D29_95,D29_96,D29_95spec,D30,D30_1spec,D31
63,8/25/11,MO,2,2,3,1,-7,4,21,25,2,Missouri Rehabilitation Services for the Blind,Family Support Division,Deputy Director,Division Director,-9,-7,-7,Division Director,2,-7,-7,3,3,3,3,3,3,3,3,3,2,3,-9,-7,3,3,1,1,99,99,1,99,1,2,-7,111.07,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,100,2,0,0,0,0,0,19,0,0,6,0,0,0,0,-9,-7,2,1,1,1,1,1,1,2,-7,2,2,2,1,1,2,-7,1,-7,1,1,1,1,1,-7,1,-7,-9,-9,-9,-9,-9,-9,-7,-7,-7,-9,-9,-9,-9,-9,-9,-7,-7,1,-7,2,-7,1,1,-7,1,-7,2,-7,-7,1,2,1,1,1,1,-7,0,0,1,0,1,0,0,0,0,0,0,1,0,Department of Health and Senior Services,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,2,-7,1,$7.25 per hour,2,-7,1,-9,1,-7,-9,-7,-9,-7,2,-7,-9,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,0,1,0,0,0,0,0,0,-7,-9,-9,-9,-9,-9,-9,-9,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9,-7,-7, ,-9,-9,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9, ,-7,-7,-7,-9,0,0,0,0,0,0,1,-7,-9,-7,-9
86,2/10/11,MP,3,1,4,1,-7,5.2,5.2,5.2,1,Northern Marianas Office of Vocational Rehabilitation,-7,Director,-7,1,GOVERNOR,-7,Governor,2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,-9,-7,3,3,1,1,3,3,99,99,1,2,-7,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,12,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,5,0.5,-9,0.5,-9,-9,-9,-9,4,-9,-9,-9,-9,1,-9,-9,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,-9,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,0,0,1,-7,-7,1,-7,1,It is within the VR State Plan inclusive of the requirements that the DSU must follow in partnership with SRC.,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,1,1,1,1,1,1,1,1,1,1,1,0,CRP,0,0,0,0,1,1,1,1,1,1,1,1,0,Parent Center/Ayuda Network,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,1,1,1,1,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,2,-7,1,$5.05 ,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,1,-9,Title I and Title IV,-9,-9,-9,0,1,1,1,1,0,1,0,0,-7,1,1,1,0,0,1,0,Sole Source contracts,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,1,1,0,0,0,0,1,0,Northern Marianas College,-9,-7,no
73,9/19/11,MS,3,1,4,1,-7,3.5,18,18,1,Mississippi Department of Rehabilitation Services,-7,Executive Director,-7,1,by Board of directors,-7,Board Chair,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,1,-9,1,3,1,1,99,99,1,3,1,1,Choctaw nation,1230,15,7,8,445,-9,445,124,-9,-9,20,20,-9,9,-9,-9,673.5,674,-9,-9,-7,-7,9,-9,-9,-9,-7,-7,-7,6,85,10,16,0,0,0,0,-9,0,15,3,26,34,0,0,-9,-7,3,3,1,1,1,1,1,1,-7,1,1,1,3,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,1,0,0,0,0,-7,-7,-7,0,0,1,0,1,0,-7,Interstate vending,1,-7,1,Annual Program planning process,2,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,1,1,1,1,0,1,1,0,0,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,0,0,1,0,0,0,1,0,0,0,1,0,0,-7,0,0,1,0,0,0,0,0,0,0,1,0,0,-7,0,0,1,1,1,1,1,1,0,1,1,0,0,-7,0,0,0,0,0,0,1,0,0,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,medicaid and medicare,97,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,1,minimum  wage,2,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,1,0,0,0,1,0,employers and churches,1,0,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,1,0,The ARC,1,most SE extended follow- up services are done free of charge,-9
105,3/24/11,MT,3,1,3,2,Program Support Bureau Chief,25,27,27,1,Division of Disability Services,-7,Disability Employment Independence and Transitions Director,-7,2,-7,-7,Economic Security Branch Manager,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,3,-9,-9,3,1,1,99,99,1,99,1,1,There are 6 Section 121 Projects in Montana,-9,-9,-7,-7,50,-9,50,1.5,-9,1.5,-9,-7,-7,-9,-7,-7,94.5,94.5,-9,-9,-7,-7,-9,-9,-7,2,-9,2,Transportation/MIG,0,18,0,1,0,0,0,0,0,0,0,4,1,0,0,0,-9,-7,3,1,1,1,1,1,1,1,-7,3,1,1,3,1,1,-7,95,-9,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,In Service,-7,-7,0,0,0,0,0,1,-7,-7,1,-7,1,Input collected from a variety of sources; management staff and SRC representatives craft the plan,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,0,0,1,1,1,0,0,0,1,0,Higher Ed; NA Sec 121 Projects,0,0,0,0,0,1,0,1,0,0,0,1,0,Extended Employment,0,0,0,0,0,1,1,0,0,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,1,0,0,1,0,NA Sec 121,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,62,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,2,-7,3,-7,3,-7,3,-7,3,-7,2,-7,3,-7,-9,-7,-9,-7,1,Rocky Mountain Rehab,State funds,-9,-9,most significantly disabled,1,1,1,0,1,0,0,0,0,-7,1,1,0,0,0,0,0,-7,1,1,2,-7,1,1,2,-7,1,1,2, ,1,1,2,-7,-9,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,1,VR's extended employment funds (100% state funds),1,1,1,2,0,1,0,1,0,0,0,-7,2,-7,-9
76,4/1/11,NC,1,1,3,1,-7,5,5,5,2,North Carolina Division of Vocational Rehabilitation,Department of Health and Human Services,Director,Secretary,1,secretary,-7,deputy secretary,2,-7,-7,1,3,2,2,2,3,3,2,2,2,3,-9,-7,1,1,2,1,3,3,2,99,1,1,lumbee and cherokee tribes,1822,21,-9,-9,761,-9,-9,106,-9,-9,7,-9,-9,-9,-7,-7,530,-9,-9,-9,-7,-7,7,-9,-9,-9,-7,-7,-7,7,0,68,10,3,0,27,-9,109,0,9,0,117,41,1,0,0,-9,1,1,1,1,1,1,1,1,-7,3,3,3,3,1,95,state purchasing and contracts,95,ITS,1,1,1,1,1,-7,1,-7,1,1,0,0,0,0,-7,-7,-7,0,0,0,0,0,1,-7,-7,1,-7,1,utilize statewide needs assessment and planning,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,1,0,0,0,0,0,1,1,0,we have MOU agreements with IDD and MH,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,1,1,0,0,0,0,0,1,0,0,-7,0,0,0,0,1,0,0,0,0,0,1,0,0,-7,0,0,0,0,1,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,1,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,916,2,-7,2,-7,2,-7,1,Mental health counseling - MH case management,2,-7,2,-7,1,state minimum wage $7.25 / hour,3,-7,1,916,-9,-7,1,9,2,-7,2,-7,2,-7,1,180,2,-7,1,MH handles this,state appropriations,-9,-9,mh/idd,1,1,1,0,1,0,0,0,0,-7,1,0,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,1,0,1,0,0,1,0,0,-7,-9,-7,-9
71,2/14/11,NC,2,2,3,1,-7,8,27,27,2,North Carolina Division of Services for the Blind,Department of Health and Human Services,Eddie Weaver,Secretary,1,Governor,-7,Deputy Secretary of Health and Human Services,2,-7,-7,2,3,2,2,2,3,3,2,2,2,3,-9,-7,2,2,1,2,3,99,1,99,1,1,Lumbee and Cherokee Tribes,176,0.9,0.9,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,14,14,-9,0.48,0.48,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,0.48,0.7,0.5,0,0,0,0,0,0,0,0.11,0.1,0.1,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,3,1,2,1,1,-7,2,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,0,0,1,-7,-7,1,-7,2,-7,2,1,-7,1,-7,1,-9,2,1,1,1,1,1,1,-7,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,10,2,-7,1,100,2,-7,2,-7,-7,-7,1,10,1,minimum wage,2,-7,1,10,2,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,0,1,0,0,0,0,0,0,0,-7,0,1,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,2,-7,-9
36,2/14/11,ND,3,1,3,2,Planning and Evaluation Administrator,1,14,14,2,North Dakota Division of Vocational Rehabilitation,North Dakota Department of Human Services,VR Director,DHS Executive Director,2,-7,-7,DHS Cabinet Member,2,-7,-7,1,3,2,2,2,3,3,2,2,2,3,-9,-7,2,1,1,1,99,3,1,3,1,1,"Donna Thomas, Turtle Mountain Band of Chippewa Indians, Jon Eagle Standing Rock Sioux Vocational Reh",105,-9,-7,-7,24,-9,24,0.25,0.25,-7,1,1,-7,0.25,0.25,-7,79.5,79.5,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,0,8,5,0,0,0,0,0,4,2,1,3,9,3.5,0,0,-9,-7,3,1,1,1,1,1,1,1,-7,2,2,1,1,1,2,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,1,0,0,Social Security Reimbursement,-7,1,-7,1,five year stategic plan and managment plan for implementation with SRC,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,1,0,1,1,1,1,1,1,1,1,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,1,0,State Funded extended service program,0,0,0,0,0,1,0,1,0,0,1,1,0,"Substance Abuse Counseling, Transition,",0,0,0,0,1,1,1,1,0,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,0,0,0,1,1,1,1,1,0,1,1,0,0,-7,0,0,1,1,1,1,1,1,0,1,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,59,2,-7,2,-7,2,-7,1,State funded extended service,2,-7,2,-7,2,-7,2,-7,3,-7,3,-7,3,-7,3,-7,2,-7,2,-7,3,-7,2,-7,1,State Extended Service,State General Fund,140000,50,"TBI, Mental Health, DD/non waiver, LD, Autism Spectrum Disorder, Blind",0,1,1,0,0,0,1,0,0,-7,1,0,0,0,0,0,0,-7,2,1,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,1,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,1,State General Fund,1,1,50,2,0,0,0,1,1,0,0,-7,2,-7,-9
66,9/19/11,NE,1,1,2,1,-7,1,2,2,1,Nebraska Division of Rehabilitation Services,-7,"Assistant Commissioner, Director of  Rehabilitation Services",-7,1,Commissioner of Department of Education,-7,Deputy Commissioner of Education,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,3,-9,1,1,3,1,3,3,3,3,1,2,-7,193,28,5,23,78,-9,78,-9,-7,-7,-9,-7,-7,-9,-7,-7,193,192,1,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,0,13,2,5,0,0,0,34,0,0,0,13,11,0,0,0,-9,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,HRSA TBI Implementation Grant,-7,-7,0,0,0,0,0,1,-7,-7,1,-7,2,-7,2,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,1,0,1,1,1,0,1,1,0,0,1,0,0,-7,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,1,0,0,0,1,0,0,1,0,0,1,0,0,-7,1,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,177,2,-7,2,-7,2,-7,1,long term supports,2,-7,2,-7,2,-7,2,-7,1,177,1,0,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,1,0,0,0,0,0,-7,1,0,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,1,1,0,1,1,2,-7,2, ,-7,-7,-7,3,0,0,0,0,1,0,0,-7,1,Brain Injury,-9
29,3/24/11,NH,3,1,2,1,-7,1,9,11,2,New Hampshire Vocational Rehabilitation,Department of Education,Director,Commissioner,1,Governor,-7,Deputy Commissioner,2,-7,-7,2,2,3,3,3,2,3,3,3,3,3,3,-9,3,3,1,1,1,3,1,3,1,2,-7,89,-9,-7,-7,50,-9,50,0.2,-7,0.2,-9,-7,-7,-9,-7,-7,89,89,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,2.5,8,3,5,5,25,25,35,7,0,0,0,3,2,0,0,-9,-7,2,3,2,2,1,1,1,2,-7,2,2,2,2,1,2,-7,2,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,"ARRA, OIB",-7,-7,0,0,0,1,0,0,"Program Income- SSA, Maximus",-7,1,-7,1,Updating every quarter,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,1,0,0,1,1,1,1,1,1,1,1,0,0,-7,0,0,0,0,1,1,0,1,0,0,0,0,0,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,1,0,0,0,1,1,0,1,1,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,47,1,45,-9,-7,1,2,2,-7,-7,-7,2,-7,2,-7,1,47,1,0,1,7,2,-7,2,-7,2,-7,1,0,1,47,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,0,0,1,0,0,-7,0,0,1,0,1,0,0,-7,1,1,1,2,2,-7,-7,-7,1,1,1,5,1,1,1,42,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,0,0,0,1,0,0,-7,2,-7,-9
82,2/9/11,NJ,1,1,1,1,-7,1,1,1,2,New Jersey Division of Vocational Rehabilitation Services,Department of Labor and Workforce Development,State Director,Commissioner of Labor,3,-7,-7,Assistant Commissioner Workforce Development,2,-7,-7,3,3,3,3,3,3,2,3,3,2,2,-9,-7,1,3,3,1,2,1,3,3,1,2,-7,321.4,0.1,0.1,-7,-9,-7,-7,5,0.5,-9,-9,-7,-7,-9,-7,-7,287.4,287.4,-9,-9,-7,-7,-9,-7,-7,30.7,30.7,-9,Asst Commissioner; DIT; Dept AS &T,1,0,0.5,15,0,0,2,0.5,9,0,0.5,0,14,0,0,1,0,-9,2,3,2,2,1,3,1,2,-7,2,2,2,1,2,2,-7,2,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,DEI; AT,-7,-7,0,0,1,1,1,0,Social security,Private donation,1,-7,1,State plan with input from SRC,1,1,-7,1,-7,2,-7,-7,2,2,2,2,2,2,-7,0,0,0,1,1,1,1,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,1,0,0,1,0,1,1,0,0,0,-7,0,0,0,1,0,0,1,1,0,0,0,0,0,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,0,0,0,1,0,1,1,0,0,1,0,0,0,-7,0,0,0,0,0,0,1,0,0,0,0,1,0,DHS,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,3116,1,28,2,-7,1,100,2,-7,-7,-7,2,-7,2,-7,3,-7,3,-7,2,-7,3,-7,2,-7,2,-7,3,-7,1,256,2,-7,1,LTFA,State grants & Aid,4550000,3100,"DD,DMH,TBI, DEAF",0,1,1,0,0,0,0,1,0,DMH,1,0,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,2,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,1,1,0,0,-7,2,-7,This survey is onerous and time consuming
112,3/2/11,NJ,2,2,3,2,"Chief, Field Operations",8,24,24,2,New Jersey Commission for the Blind and Visually Impaired,Department of Human Services,Director,Commissioner,1,"Commissioner, Human Services",-7,"Commissioner, Human Services",2,-7,-7,3,3,2,2,2,3,3,3,2,2,3,-9,-7,1,3,1,1,3,3,1,3,1,2,-7,287,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,8,-9,-9,100, ,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,36,8,2,0,0,0,0,30,0,0,4,6,0,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,1,0,1,0,-7,Donations,1,-7,2,-7,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,0,1,0,0,0,0,0,0,0,0,-7,0,0,1,0,1,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,15,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,1,minimum wage,3,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,0,0,0,0,0,0,-7,1,0,1,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,1,0,0,0,-7,2,-7,-9
